Column A,Column B,P-Value,Word Count
152,149,0.034829995,31
152,151,0.036139685,20
152,245,0.037630198,34
152,253,0.035489292,15
152,258,0.043381259,17
152,259,0.041986805,30
153,19,0.04965783,26
153,23,0.046040788,21
153,25,0.039110598,29
153,50,0.037964565,34
153,62,0.035522337,6
153,66,0.04388725,38
153,82,0.0412751,32
153,84,0.041603396,82
153,90,0.037852845,33
153,93,0.040421474,34
153,111,0.03125,6
153,117,0.03125,6
153,127,0.038296663,44
153,131,0.048015435,40
153,132,0.044118972,31
153,141,0.049431703,34
153,165,0.035845344,30
153,181,0.035522337,6
153,193,0.048030445,42
153,221,0.043703423,33
153,227,0.041785168,8
153,231,0.036722336,31
153,232,0.042146545,36
153,262,0.03999781,44
153,263,0.044036805,20
153,264,0.040875568,34
153,265,0.036552353,30
153,279,0.041785168,8
154,10,0.047799426,26
154,15,0.047257701,79
154,19,0.041763184,22
154,20,0.04535707,27
154,22,0.047643992,22
154,23,0.049375199,23
154,24,0.045764509,22
154,25,0.039933927,20
154,27,0.04342775,25
154,29,0.03917118,24
154,31,0.04813617,35
154,49,0.029432949,24
154,50,0.040147754,36
154,63,0.038356846,27
154,66,0.048445039,36
154,78,0.046719944,37
154,82,0.045259368,37
154,84,0.039776507,78
154,90,0.032188759,35
154,93,0.049552212,25
154,125,0.041438009,36
154,129,0.037166353,36
154,131,0.046864058,31
154,132,0.036859911,25
154,141,0.045322852,37
154,142,0.047453055,24
154,145,0.037059068,25
154,165,0.034414191,25
154,182,0.040332827,48
154,196,0.048236707,36
154,197,0.048236707,36
154,221,0.047367669,33
154,227,0.038585109,13
154,228,0.044939656,19
154,230,0.04535707,25
154,231,0.043601821,22
154,232,0.041510824,25
154,236,0.043988789,22
154,238,0.049269095,36
154,241,0.043646741,21
154,252,0.037234615,35
154,262,0.046195467,22
154,263,0.049805911,19
154,264,0.048244232,35
154,265,0.043059792,29
154,271,0.039922491,21
154,272,0.035625207,25
154,273,0.039922491,21
154,275,0.030717648,24
154,276,0.035625207,25
154,279,0.03574847,13
155,19,0.049397684,58
155,25,0.039999686,66
155,31,0.04046608,109
155,44,0.049389389,8
155,53,0.049389389,8
155,83,0.049811565,68
155,84,0.04930479,82
155,118,0.046567761,12
155,119,0.040660723,12
155,120,0.041785168,7
155,131,0.046472172,51
155,132,0.048033559,35
155,151,0.032418558,23
155,165,0.037693927,47
155,196,0.032088734,12
155,197,0.032088734,12
155,198,0.042346718,67
155,226,0.049389389,8
155,228,0.045209851,14
155,279,0.027995744,12
156,8,0.037559387,13
156,9,0.034287968,9
156,10,0.034565703,9
156,11,0.038943762,13
156,13,0.042062733,12
156,14,0.040831206,10
156,15,0.043718709,87
156,17,0.04610077,95
156,19,0.029172147,9
156,20,0.040304974,9
156,22,0.032088734,11
156,23,0.036031686,7
156,24,0.04135891,10
156,25,0.045292786,13
156,27,0.04135891,10
156,28,0.04135891,10
156,29,0.035522337,10
156,31,0.049642279,15
156,35,0.042759412,20
156,42,0.046140147,10
156,44,0.046875,7
156,48,0.035522337,7
156,49,0.046151262,20
156,53,0.046875,7
156,62,0.045209851,12
156,63,0.048442551,20
156,66,0.045209851,13
156,73,0.040831206,11
156,76,0.040831206,11
156,79,0.035522337,11
156,84,0.046582749,83
156,90,0.043640357,11
156,93,0.044010984,11
156,104,0.036207843,12
156,117,0.042315275,11
156,118,0.046710479,10
156,119,0.042062733,8
156,120,0.04027934,65
156,124,0.0356919,16
156,129,0.040920864,12
156,131,0.036125666,46
156,132,0.042482563,29
156,133,0.046321364,19
156,134,0.045666505,13
156,137,0.043270427,9
156,138,0.037412507,12
156,141,0.042315275,10
156,142,0.049596445,16
156,143,0.040831206,12
156,144,0.040660723,14
156,145,0.049389389,10
156,160,0.043825584,13
156,163,0.028211367,11
156,165,0.032681699,13
156,167,0.046151262,20
156,175,0.04480817,14
156,177,0.04982695,18
156,181,0.040660723,11
156,182,0.044010984,10
156,193,0.03629242,10
156,195,0.035635354,13
156,196,0.034287968,9
156,197,0.034287968,9
156,206,0.045127317,12
156,208,0.035974995,13
156,209,0.039913779,20
156,221,0.041715607,35
156,226,0.046875,7
156,227,0.03125,6
156,228,0.046710479,10
156,229,0.047399085,19
156,230,0.045044079,13
156,231,0.036485725,11
156,233,0.049400188,12
156,236,0.028853327,20
156,237,0.044939656,20
156,241,0.032726137,13
156,243,0.044914498,13
156,252,0.04534035,12
156,256,0.036485725,11
156,260,0.046567761,11
156,261,0.029302505,13
156,262,0.041034685,19
156,263,0.03125,6
156,264,0.039123401,13
156,265,0.04263144,13
156,267,0.036031686,8
156,268,0.036031686,8
156,269,0.041233083,13
156,270,0.043270427,11
156,271,0.041491087,13
156,272,0.041491087,13
156,273,0.041491087,13
156,275,0.041491087,13
156,276,0.041491087,13
156,279,0.03125,6
157,19,0.047434336,27
157,49,0.049922056,29
157,132,0.041769692,36
157,151,0.043517581,18
157,165,0.042335117,34
157,181,0.042315275,9
157,252,0.029172147,8
157,274,0.034287968,8
157,277,0.034287968,8
158,80,0.042125836,14
158,135,0.046875,7
158,149,0.047469817,23
158,151,0.04663565,18
158,196,0.034610558,8
158,197,0.034610558,8
158,220,0.0390625,8
159,17,0.049945106,174
159,23,0.035522337,7
159,24,0.040760254,11
159,25,0.046494961,102
159,27,0.040760254,11
159,28,0.040760254,11
159,29,0.034287968,9
159,84,0.04204109,97
159,119,0.042062733,9
159,141,0.041797648,22
159,145,0.046710479,14
159,151,0.035027031,33
159,165,0.045452602,44
159,227,0.02734375,9
159,228,0.040663178,18
159,233,0.0432208,18
159,263,0.044085192,18
159,279,0.03125,6
160,19,0.038338918,25
160,106,0.035014981,6
160,132,0.037034819,43
160,151,0.030891715,24
160,156,0.043825584,13
160,165,0.042686619,45
160,182,0.047159229,9
160,227,0.04534035,11
160,279,0.036578478,11
161,9,0.035522337,7
161,13,0.045666505,16
161,14,0.041810543,8
161,19,0.030024314,15
161,20,0.044291039,17
161,22,0.037948059,19
161,23,0.032724058,15
161,24,0.034460495,20
161,25,0.035522337,7
161,29,0.045209851,16
161,49,0.035105624,22
161,51,0.0390625,8
161,62,0.034006403,7
161,66,0.047306788,23
161,84,0.035522337,7
161,89,0.041785168,8
161,90,0.034287968,8
161,93,0.036031686,7
161,119,0.032724058,15
161,129,0.049920049,21
161,132,0.034403759,24
161,135,0.03125,7
161,137,0.034287968,7
161,141,0.035328945,15
161,142,0.035522337,8
161,143,0.040504447,20
161,145,0.045233807,12
161,151,0.048074772,35
161,165,0.039063498,14
161,167,0.041785168,7
161,175,0.045292786,12
161,177,0.035522337,7
161,181,0.036031686,7
161,182,0.046199325,15
161,184,0.03125,7
161,193,0.049669536,8
161,195,0.049669536,8
161,196,0.042062733,8
161,197,0.042062733,8
161,206,0.045126949,12
161,208,0.041176842,16
161,209,0.043651169,20
161,215,0.041076903,15
161,226,0.043602458,16
161,227,0.0390625,8
161,228,0.040461836,11
161,230,0.027853416,16
161,231,0.049210332,22
161,232,0.041785168,7
161,233,0.034476914,19
161,236,0.044015362,20
161,237,0.035240224,8
161,241,0.042164931,10
161,244,0.046875,7
161,254,0.035240224,8
161,256,0.035522337,6
161,261,0.046649187,15
161,262,0.041034685,19
161,263,0.035522337,6
161,264,0.047550108,14
161,265,0.037855821,15
161,267,0.036031686,7
161,268,0.036031686,7
161,271,0.047346493,20
161,272,0.047346493,20
161,273,0.047346493,20
161,275,0.045764509,24
161,276,0.047346493,20
161,278,0.046173364,20
161,279,0.0390625,8
162,19,0.041118859,13
162,24,0.031753341,10
162,27,0.031753341,10
162,28,0.031753341,10
162,44,0.034287968,8
162,53,0.034287968,8
162,84,0.03125,6
162,119,0.029772876,9
162,151,0.043583128,22
162,196,0.032815859,9
162,197,0.032815859,9
162,209,0.035522337,6
162,226,0.034287968,8
162,227,0.041056114,9
162,228,0.028211367,10
162,229,0.034287968,7
162,248,0.034006403,6
162,252,0.035522337,6
162,260,0.041785168,9
162,263,0.032088734,11
162,267,0.046710479,10
162,268,0.046710479,10
162,269,0.035240224,8
162,279,0.041056114,9
163,37,0.047336892,37
163,38,0.048058691,47
163,40,0.041491087,11
163,41,0.047262914,24
163,43,0.044688304,59
163,46,0.035522337,6
163,56,0.049389389,9
163,77,0.036756605,25
163,80,0.035522337,7
163,106,0.03125,6
163,115,0.04229234,33
163,147,0.042218466,41
163,149,0.03933633,17
163,151,0.049118106,18
163,156,0.028211367,11
163,190,0.041176842,17
163,199,0.040660723,11
163,201,0.046295042,17
163,213,0.035522337,6
163,238,0.048582931,9
163,239,0.0414501,39
163,258,0.034032584,13
163,263,0.035188712,21
164,19,0.049949976,13
164,24,0.046567761,11
164,27,0.046567761,11
164,28,0.046567761,11
164,40,0.035522337,6
164,44,0.049389389,8
164,53,0.049389389,8
164,106,0.034287968,7
164,151,0.035522337,7
164,208,0.049778433,12
164,213,0.034287968,7
164,226,0.049389389,8
164,227,0.041026955,14
164,228,0.038943762,14
164,252,0.045810097,17
164,259,0.048333823,34
164,263,0.040076488,20
164,279,0.036535984,10
165,13,0.038340138,47
165,16,0.047479091,26
165,17,0.045925806,38
165,18,0.047479091,26
165,26,0.047479091,26
165,33,0.033079229,20
165,34,0.039992384,39
165,36,0.041926874,49
165,37,0.042568164,13
165,38,0.041416437,23
165,41,0.049660816,21
165,43,0.037384114,29
165,45,0.042125836,13
165,47,0.045209851,14
165,48,0.049191213,30
165,52,0.048596574,28
165,53,0.044175215,44
165,54,0.033026582,25
165,55,0.032200765,12
165,56,0.046425133,10
165,57,0.035370955,31
165,59,0.031753341,13
165,61,0.049724493,21
165,64,0.039511081,28
165,68,0.045641784,20
165,69,0.042568164,14
165,70,0.042568164,14
165,71,0.036840642,25
165,72,0.036535984,14
165,73,0.048525482,25
165,74,0.047769829,15
165,75,0.03719247,13
165,76,0.047902711,24
165,77,0.04534035,14
165,79,0.040842898,39
165,80,0.043270427,10
165,81,0.039735402,31
165,83,0.032939907,14
165,85,0.047412999,30
165,86,0.044629111,37
165,87,0.045650201,24
165,89,0.048719084,44
165,91,0.037730438,31
165,92,0.049926576,39
165,95,0.041785168,8
165,98,0.035522337,8
165,101,0.049203239,30
165,102,0.049642279,16
165,103,0.049642279,16
165,106,0.035283723,14
165,107,0.03296829,45
165,109,0.039063498,14
165,111,0.037485928,13
165,113,0.049461576,20
165,115,0.041974408,25
165,121,0.039732566,20
165,122,0.034032584,14
165,123,0.045428006,39
165,126,0.048250416,50
165,128,0.049780509,44
165,133,0.04942069,48
165,138,0.045999307,47
165,139,0.04728029,31
165,140,0.047344706,40
165,143,0.047665193,54
165,144,0.038272896,49
165,146,0.044291039,14
165,147,0.047851563,13
165,149,0.049042141,18
165,150,0.043004882,33
165,151,0.049004189,16
165,153,0.035845344,30
165,154,0.034414191,25
165,155,0.037693927,47
165,156,0.032681699,13
165,157,0.042335117,34
165,159,0.045452602,44
165,160,0.042686619,45
165,161,0.039063498,14
165,166,0.045099945,29
165,169,0.035522337,6
165,170,0.037156114,19
165,171,0.046199325,14
165,173,0.036578478,14
165,174,0.030175493,14
165,175,0.043061618,49
165,176,0.041289944,37
165,177,0.045246175,47
165,178,0.03815773,14
165,183,0.0476828,20
165,184,0.048946451,26
165,185,0.03815773,14
165,186,0.03815773,14
165,187,0.043313094,33
165,188,0.038062607,15
165,189,0.04926997,16
165,190,0.03098405,14
165,191,0.040831944,16
165,194,0.028211367,13
165,195,0.045233341,47
165,200,0.04538094,32
165,201,0.045233807,13
165,202,0.044685326,20
165,207,0.047346493,18
165,211,0.043270427,10
165,213,0.041810543,8
165,215,0.031910752,18
165,216,0.034747611,31
165,217,0.04176797,37
165,220,0.041396287,36
165,222,0.044887609,31
165,223,0.048472814,38
165,224,0.048095236,37
165,225,0.042593432,45
165,226,0.048620985,29
165,234,0.037412507,14
165,236,0.03125,7
165,239,0.041481791,20
165,242,0.044755565,30
165,243,0.045458751,39
165,245,0.040721653,28
165,249,0.042851108,45
165,253,0.035340881,16
165,255,0.046199325,16
165,258,0.043303658,26
165,259,0.035014981,7
165,260,0.046472003,30
165,261,0.041062124,47
165,264,0.049879839,14
165,266,0.049185302,38
165,274,0.046632923,48
165,278,0.04236485,25
166,19,0.035522337,7
166,24,0.03125,7
166,27,0.03125,7
166,28,0.03125,7
166,32,0.035522337,6
166,119,0.036031686,7
166,129,0.046875,7
166,136,0.035522337,6
166,151,0.040662528,23
166,165,0.045099945,29
166,222,0.038850087,68
166,227,0.036031686,7
166,269,0.035522337,7
166,279,0.036031686,7
167,38,0.034287968,8
167,55,0.049778769,19
167,95,0.035522337,8
167,98,0.035522337,7
167,106,0.03125,7
167,107,0.04215345,8
167,115,0.036495482,44
167,122,0.046062879,20
167,151,0.039363924,18
167,156,0.046151262,20
167,161,0.041785168,7
167,183,0.034284167,20
167,188,0.035522337,7
167,202,0.035522337,7
167,211,0.041785168,8
167,213,0.035522337,8
167,215,0.035522337,6
167,225,0.034287968,8
167,236,0.036031686,7
167,259,0.036031686,7
167,266,0.035522337,8
168,38,0.04937929,49
168,136,0.041785168,8
168,151,0.035003475,22
168,228,0.041567622,19
168,263,0.04978077,16
168,279,0.043996146,17
169,24,0.035522337,6
169,25,0.03125,6
169,27,0.035522337,6
169,28,0.035522337,6
169,49,0.042062733,8
169,66,0.033505257,6
169,84,0.041883425,81
169,130,0.035522337,6
169,132,0.047262982,41
169,139,0.035014981,6
169,151,0.043863335,24
169,165,0.035522337,6
169,252,0.035522337,6
169,269,0.04215345,8
169,279,0.034610558,8
170,14,0.04534035,12
170,19,0.046151262,20
170,22,0.043267306,32
170,23,0.046129163,20
170,24,0.046129163,19
170,25,0.034515375,20
170,27,0.041674036,20
170,29,0.038224124,29
170,49,0.032597224,19
170,50,0.040341075,30
170,62,0.049780431,23
170,66,0.048119796,38
170,90,0.044915419,31
170,123,0.037339124,13
170,127,0.048698786,46
170,131,0.047948649,39
170,132,0.043444452,29
170,145,0.043966472,18
170,151,0.044461662,25
170,165,0.037156114,19
170,196,0.04672673,39
170,197,0.04672673,39
170,218,0.046666416,20
170,219,0.042078813,28
170,221,0.049871199,33
170,227,0.027935406,12
170,228,0.040764418,18
170,231,0.041367451,29
170,232,0.036500564,29
170,241,0.043556994,17
170,252,0.047398612,31
170,257,0.043547442,32
170,262,0.043521835,20
170,263,0.041745351,21
170,264,0.045999367,14
170,279,0.049669536,8
171,14,0.043825584,9
171,15,0.047909847,75
171,17,0.047057242,77
171,19,0.041895985,24
171,22,0.041674036,21
171,23,0.040777846,26
171,24,0.047721614,21
171,25,0.041942462,21
171,27,0.047369263,22
171,29,0.036414147,11
171,31,0.046675205,73
171,49,0.036170803,10
171,50,0.047913673,40
171,51,0.039581373,80
171,63,0.047775437,28
171,78,0.049275406,33
171,84,0.0402363,68
171,90,0.049988979,30
171,117,0.038738915,30
171,120,0.049663783,70
171,126,0.044259066,75
171,127,0.049219415,77
171,131,0.049871199,33
171,132,0.046893226,30
171,134,0.04215345,10
171,137,0.036135877,9
171,138,0.04215345,10
171,143,0.036349068,23
171,145,0.04978077,18
171,165,0.046199325,14
171,220,0.038349599,21
171,221,0.047277538,29
171,228,0.03497791,19
171,231,0.041974408,26
171,232,0.044902848,26
171,252,0.048181645,32
171,263,0.049309169,19
171,265,0.04336114,29
171,275,0.04569306,24
171,279,0.02734375,10
173,151,0.045510643,33
173,165,0.036578478,14
174,14,0.044133834,15
174,19,0.035710291,24
174,22,0.031154672,18
174,24,0.036446975,19
174,25,0.049833056,19
174,27,0.049860204,19
174,29,0.048442551,19
174,49,0.049778769,18
174,62,0.049669536,10
174,90,0.049307961,19
174,117,0.031406538,21
174,119,0.049684336,12
174,123,0.049734598,15
174,127,0.047423827,25
174,132,0.041956795,30
174,135,0.03812375,26
174,141,0.044939656,21
174,145,0.029348472,18
174,151,0.041351868,42
174,165,0.030175493,14
174,181,0.049778433,13
174,193,0.032638556,19
174,196,0.046737809,19
174,197,0.046737809,19
174,213,0.044950186,30
174,220,0.043907139,18
174,221,0.046083688,30
174,227,0.041311226,13
174,228,0.028703468,18
174,230,0.043521835,17
174,231,0.046574131,18
174,232,0.045335049,25
174,233,0.047469435,21
174,236,0.046697186,19
174,241,0.035374183,14
174,261,0.035502836,26
174,262,0.043556994,18
174,263,0.038372594,18
174,264,0.027814859,15
174,265,0.049259221,26
174,266,0.040595718,19
174,275,0.044387674,26
174,279,0.02734375,10
175,151,0.049920049,21
175,156,0.04480817,14
175,161,0.045292786,12
175,165,0.043061618,49
175,183,0.033077094,16
175,253,0.037777606,15
176,15,0.036546341,38
176,19,0.037559387,32
176,23,0.035715665,38
176,29,0.040075494,37
176,31,0.042225786,40
176,40,0.045233807,11
176,90,0.03587952,37
176,106,0.04215345,7
176,131,0.046106929,35
176,132,0.036760911,30
176,136,0.038026104,39
176,145,0.044629111,40
176,149,0.040899498,17
176,151,0.040647345,19
176,165,0.041289944,37
176,183,0.032203878,10
176,196,0.043351751,27
176,197,0.043351751,27
176,199,0.035745986,11
176,221,0.040771817,40
176,232,0.043808399,38
176,234,0.043951044,19
176,238,0.049108841,34
176,240,0.035522337,7
176,253,0.04633928,16
176,262,0.039377916,40
176,263,0.031700653,37
176,264,0.049587086,37
176,265,0.044103534,34
177,74,0.044888766,20
177,106,0.035522337,6
177,107,0.035014981,7
177,131,0.045971513,51
177,132,0.048743876,50
177,151,0.044787021,18
177,156,0.04982695,18
177,161,0.035522337,7
177,165,0.045246175,47
177,183,0.04215345,7
177,190,0.043517581,17
177,199,0.045233807,11
177,215,0.035522337,8
177,227,0.038205314,14
177,234,0.047162513,18
177,279,0.042568164,13
178,9,0.030671605,17
178,14,0.032595538,12
178,19,0.031793693,26
178,22,0.04975163,18
178,23,0.049596445,12
178,24,0.046427781,15
178,25,0.043546793,20
178,27,0.046427781,15
178,28,0.046427781,15
178,29,0.029772876,8
178,44,0.038412304,17
178,49,0.043627333,17
178,53,0.040644293,17
178,62,0.049596445,14
178,66,0.049275166,23
178,90,0.046357928,17
178,93,0.045900333,30
178,119,0.041154975,12
178,128,0.047386019,22
178,131,0.049170479,35
178,135,0.035594713,26
178,136,0.044481891,30
178,137,0.04130723,8
178,141,0.032681102,15
178,142,0.046321364,17
178,145,0.034032584,14
178,151,0.042250667,60
178,165,0.03815773,14
178,181,0.036414147,12
178,193,0.03777822,17
178,196,0.045233807,13
178,197,0.045233807,13
178,198,0.041076903,14
178,219,0.043389747,27
178,220,0.040663178,17
178,221,0.044776781,28
178,226,0.046693494,16
178,227,0.036300407,11
178,228,0.032423418,12
178,230,0.044081459,16
178,232,0.040603687,17
178,241,0.046560599,15
178,261,0.047769829,15
178,262,0.040644293,16
178,263,0.029062813,14
178,264,0.030225938,15
178,265,0.046512628,17
178,267,0.047879765,14
178,268,0.047879765,14
178,275,0.044688617,28
178,279,0.04135891,10
179,135,0.049389389,8
179,137,0.031976819,10
180,44,0.034287968,8
180,53,0.034287968,8
180,119,0.033966233,8
180,213,0.046567761,11
180,226,0.034287968,8
181,17,0.045044079,13
181,21,0.038943762,14
181,34,0.033963699,12
181,38,0.042694738,14
181,40,0.03125,6
181,41,0.041311226,13
181,45,0.037412507,12
181,55,0.03059713,12
181,56,0.029172147,9
181,61,0.041126865,15
181,65,0.035014981,8
181,68,0.04534035,13
181,74,0.043085727,11
181,77,0.042062733,10
181,78,0.032681699,13
181,80,0.036031686,7
181,81,0.042315275,9
181,83,0.049420751,13
181,95,0.035522337,10
181,98,0.044010984,10
181,106,0.03125,6
181,115,0.043261408,26
181,132,0.035014981,6
181,149,0.0356919,13
181,151,0.036031686,7
181,153,0.035522337,6
181,156,0.040660723,11
181,157,0.042315275,9
181,161,0.036031686,7
181,174,0.049778433,13
181,178,0.036414147,12
181,184,0.049684336,12
181,185,0.036414147,12
181,186,0.036414147,12
181,188,0.035014981,7
181,190,0.03098405,13
181,191,0.041226833,12
181,199,0.032200765,11
181,201,0.04439591,15
181,202,0.035522337,6
181,211,0.03125,6
181,213,0.03125,6
181,215,0.035505292,26
181,219,0.042315275,14
181,234,0.037412507,13
181,236,0.035522337,6
181,238,0.032595538,12
181,244,0.03815773,15
181,253,0.049734598,15
181,258,0.043825584,10
181,259,0.035522337,7
182,1,0.033505257,7
182,37,0.047470157,45
182,38,0.041419703,45
182,52,0.037982991,22
182,84,0.048920776,82
182,106,0.035522337,7
182,115,0.046418741,44
182,147,0.045031417,41
182,149,0.032886426,14
182,151,0.037967568,19
182,154,0.040332827,48
182,156,0.044010984,10
182,160,0.047159229,9
182,161,0.046199325,15
182,187,0.046184417,34
182,190,0.030074681,14
182,207,0.035183876,14
182,215,0.033127969,26
182,222,0.044149587,49
182,245,0.048039482,34
182,259,0.04090153,26
183,9,0.034006403,7
183,10,0.049311731,21
183,19,0.040603687,15
183,22,0.036153467,20
183,23,0.032222304,21
183,24,0.046062879,20
183,25,0.032655129,20
183,27,0.045453111,21
183,29,0.029302505,11
183,32,0.04215345,7
183,44,0.03125,7
183,49,0.049105574,23
183,53,0.03125,7
183,62,0.045044079,13
183,64,0.043825584,9
183,84,0.035522337,6
183,93,0.035522337,6
183,119,0.04215345,7
183,129,0.049740553,20
183,130,0.035522337,7
183,132,0.046199826,23
183,142,0.03125,6
183,144,0.030024314,14
183,145,0.04215345,7
183,165,0.0476828,20
183,167,0.034284167,20
183,175,0.033077094,16
183,176,0.032203878,10
183,177,0.04215345,7
183,196,0.035522337,6
183,197,0.035522337,6
183,198,0.040831206,10
183,209,0.037870052,20
183,216,0.047450048,20
183,220,0.043519536,21
183,222,0.049669536,8
183,226,0.03125,7
183,227,0.032088734,10
183,228,0.03103252,6
183,229,0.048966242,16
183,230,0.047436294,21
183,231,0.034691815,23
183,232,0.0390625,9
183,233,0.034792321,20
183,236,0.029572346,20
183,237,0.03125,6
183,241,0.039955336,15
183,244,0.046875,7
183,248,0.034287968,7
183,254,0.03125,6
183,256,0.03125,6
183,262,0.031003994,20
183,263,0.03125,6
183,264,0.049919332,16
183,265,0.04982695,7
183,267,0.035522337,6
183,268,0.035522337,6
183,269,0.03125,7
183,271,0.034287968,7
183,272,0.034287968,7
183,273,0.034287968,7
183,275,0.034287968,7
183,276,0.034287968,7
183,279,0.032088734,10
184,14,0.046567761,12
184,19,0.044825259,25
184,29,0.039348445,26
184,31,0.047573124,52
184,34,0.035014981,7
184,49,0.043513285,26
184,106,0.035522337,6
184,119,0.049684336,12
184,131,0.043639279,42
184,132,0.039376701,26
184,135,0.049288352,25
184,149,0.041785168,7
184,151,0.049967079,24
184,161,0.03125,7
184,165,0.048946451,26
184,181,0.049684336,12
184,221,0.041545873,42
184,227,0.03059713,12
184,232,0.043303658,26
184,256,0.040920864,12
184,262,0.038694745,44
184,263,0.027935406,12
184,275,0.042396482,26
184,279,0.040831206,10
185,9,0.046560599,17
185,14,0.032595538,12
185,23,0.049596445,12
185,24,0.043205683,16
185,27,0.043205683,16
185,28,0.043205683,16
185,29,0.029772876,8
185,49,0.040636005,24
185,53,0.046516318,16
185,62,0.049596445,14
185,119,0.041154975,12
185,137,0.04130723,8
185,141,0.03815773,15
185,145,0.034032584,14
185,151,0.047889798,26
185,165,0.03815773,14
185,181,0.036414147,12
185,196,0.045233807,13
185,197,0.045233807,13
185,198,0.041076903,14
185,227,0.036300407,11
185,228,0.032423418,12
185,230,0.037855821,17
185,232,0.039198429,19
185,233,0.049300246,23
185,241,0.035899366,16
185,261,0.041126865,16
185,263,0.029062813,14
185,264,0.035974995,15
185,267,0.047879765,14
185,268,0.047879765,14
185,279,0.04135891,10
186,9,0.046560599,17
186,14,0.032595538,12
186,23,0.049596445,12
186,24,0.043205683,16
186,27,0.043205683,16
186,28,0.043205683,16
186,29,0.029772876,8
186,49,0.040636005,24
186,53,0.046516318,16
186,62,0.049596445,14
186,119,0.041154975,12
186,137,0.04130723,8
186,141,0.03815773,15
186,145,0.034032584,14
186,151,0.047889798,26
186,165,0.03815773,14
186,181,0.036414147,12
186,196,0.045233807,13
186,197,0.045233807,13
186,198,0.041076903,14
186,227,0.036300407,11
186,228,0.032423418,12
186,230,0.037855821,17
186,232,0.039198429,19
186,233,0.049300246,23
186,241,0.035899366,16
186,261,0.041126865,16
186,263,0.029062813,14
186,264,0.035974995,15
186,267,0.047879765,14
186,268,0.047879765,14
186,279,0.04135891,10
187,9,0.03304167,18
187,14,0.046926179,20
187,19,0.047440323,15
187,23,0.038011144,15
187,24,0.043662511,16
187,25,0.038033401,20
187,27,0.043662511,16
187,28,0.043662511,16
187,29,0.042587066,18
187,49,0.040504447,19
187,66,0.040456438,34
187,132,0.043444233,33
187,137,0.040663178,16
187,141,0.044914498,13
187,145,0.040899498,16
187,165,0.043313094,33
187,182,0.046184417,34
187,226,0.042644922,16
187,227,0.030854911,12
187,228,0.032672801,19
187,232,0.048855251,28
187,233,0.045547427,20
187,241,0.046649187,16
187,263,0.049734598,15
187,267,0.038824117,14
187,268,0.038824117,14
187,279,0.036207843,11
188,14,0.046875,7
188,19,0.04349178,23
188,22,0.035522337,6
188,23,0.035522337,7
188,24,0.045573761,21
188,25,0.035522337,6
188,44,0.046875,7
188,49,0.045541093,22
188,50,0.036031686,7
188,51,0.041785168,7
188,53,0.046875,7
188,55,0.041785168,7
188,62,0.033524,18
188,66,0.036446975,23
188,119,0.032815859,9
188,120,0.043929609,23
188,135,0.03125,6
188,137,0.035522337,6
188,141,0.046560599,16
188,145,0.049879839,15
188,151,0.039054809,24
188,165,0.038062607,15
188,167,0.035522337,7
188,181,0.035014981,7
188,193,0.033762272,17
188,196,0.042315275,9
188,197,0.042315275,9
188,220,0.047402776,21
188,226,0.046875,7
188,227,0.045127317,11
188,228,0.04982695,16
188,230,0.035522337,7
188,232,0.045312551,21
188,233,0.03788955,21
188,236,0.045426792,23
188,241,0.03773268,16
188,256,0.035522337,7
188,263,0.039115747,17
188,264,0.032970856,17
188,279,0.033966233,7
189,10,0.036335929,20
189,19,0.040927103,15
189,23,0.045930369,19
189,24,0.047779846,20
189,25,0.036349068,20
189,35,0.047721614,20
189,111,0.034287968,7
189,117,0.034287968,7
189,141,0.032700584,20
189,142,0.044055506,18
189,144,0.048374241,20
189,145,0.029303072,17
189,165,0.04926997,16
189,227,0.04215345,7
189,228,0.045209851,12
189,230,0.043602458,17
189,231,0.034348382,18
189,233,0.032883383,20
189,241,0.032834271,17
189,262,0.046107066,20
189,263,0.030964111,18
189,264,0.040644293,16
189,265,0.047643992,20
189,267,0.049118062,16
189,268,0.049118062,16
189,271,0.042710154,20
189,272,0.042710154,20
189,273,0.042710154,20
189,275,0.044939656,20
189,276,0.042710154,20
189,279,0.04215345,7
190,9,0.045126949,15
190,10,0.035635354,15
190,14,0.043517581,15
190,19,0.036207843,12
190,20,0.045932754,15
190,22,0.049156031,17
190,23,0.041311226,13
190,24,0.035057851,14
190,25,0.044343467,15
190,27,0.035057851,14
190,28,0.035057851,14
190,29,0.049599471,17
190,44,0.037265778,13
190,53,0.044961241,13
190,84,0.047759154,58
190,90,0.032993412,15
190,93,0.037045968,14
190,106,0.035014981,6
190,117,0.049873137,17
190,118,0.047769829,15
190,119,0.03259524,14
190,130,0.041311226,15
190,131,0.049202203,34
190,132,0.042864481,42
190,137,0.032970856,15
190,142,0.046567761,15
190,145,0.036414147,13
190,163,0.041176842,17
190,165,0.03098405,14
190,177,0.043517581,17
190,181,0.03098405,13
190,182,0.030074681,14
190,193,0.038062607,14
190,195,0.049307961,16
190,196,0.04534035,14
190,197,0.04534035,14
190,208,0.038011144,15
190,211,0.036031686,10
190,220,0.04359216,17
190,226,0.037265778,13
190,227,0.040660723,11
190,228,0.039123401,13
190,229,0.041154975,15
190,230,0.043136089,15
190,231,0.044291039,14
190,233,0.047824791,15
190,238,0.035601838,32
190,241,0.044186222,14
190,244,0.049588851,20
